Sales,Quantity,Discount,Profit,Shipping_Duration_Days,Order_Year,Order_Month,Order_Day,Order_Weekday,Sub-Category_Chairs,Sub-Category_Furnishings,Sub-Category_Tables,Segment_Corporate,Segment_Home Office,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Region_East,Region_South,Region_West,State_Encoded,City_Grouped_Columbus,City_Grouped_Dallas,City_Grouped_Houston,City_Grouped_Los Angeles,City_Grouped_New York City,City_Grouped_Other,City_Grouped_Philadelphia,City_Grouped_San Diego,City_Grouped_San Francisco,City_Grouped_Seattle
90.99,1,0.0,14.5584,6,2017,3,25,5,True,False,False,True,False,False,False,True,False,False,False,46,False,False,False,False,False,True,False,False,False,False
368.97,3,0.0,40.5867,6,2017,3,25,5,True,False,False,True,False,False,False,True,False,False,False,46,False,False,False,False,False,True,False,False,False,False
18.7,1,0.0,7.106,5,2017,11,19,6,False,True,False,False,False,False,False,True,False,False,True,3,False,False,False,True,False,False,False,False,False,False
38.29,7,0.0,16.4647,1,2016,11,4,4,False,True,False,False,False,False,False,False,False,False,True,3,False,False,False,False,False,False,False,False,True,False
26.25,3,0.0,11.025,4,2017,12,14,3,False,True,False,False,True,False,False,True,False,False,True,3,False,False,False,False,False,False,False,True,False,False
113.888,2,0.2,9.9652,0,2017,11,12,6,True,False,False,False,True,True,False,False,False,False,True,1,False,False,False,False,False,True,False,False,False,False
113.568,2,0.2,-5.6784,0,2017,11,12,6,False,True,False,False,True,True,False,False,False,False,True,1,False,False,False,False,False,True,False,False,False,False
191.646,3,0.1,31.941,7,2017,6,27,1,True,False,False,False,True,False,False,True,True,False,False,30,False,False,False,False,False,True,False,False,False,False
81.568,2,0.2,9.1764,5,2017,12,16,5,True,False,False,True,False,False,True,False,False,False,True,3,False,False,False,False,False,True,False,False,False,False
97.184,2,0.2,6.074,5,2017,12,16,5,True,False,False,True,False,False,True,False,False,False,True,3,False,False,False,False,False,True,False,False,False,False
18.96,2,0.0,7.584,5,2017,12,16,5,False,True,False,True,False,False,True,False,False,False,True,3,False,False,False,False,False,True,False,False,False,False
32.952,6,0.6,-19.7712,4,2014,12,27,5,False,True,False,False,False,False,False,True,False,False,False,11,False,False,False,False,False,True,False,False,False,False
28.272,2,0.2,6.3612,3,2017,11,6,0,False,True,False,False,False,False,True,False,False,True,False,31,False,False,False,False,False,True,False,False,False,False
244.006,2,0.3,-31.3722,5,2015,5,7,3,False,False,True,False,False,False,False,True,False,False,False,40,False,False,False,False,False,True,False,False,False,False
188.552,7,0.3,-2.6936,0,2017,12,4,0,True,False,False,True,False,True,False,False,True,False,False,35,False,False,False,False,False,False,True,False,False,False
545.94,6,0.0,87.3504,3,2014,1,13,0,True,False,False,False,False,False,True,False,False,True,False,37,False,False,False,False,False,True,False,False,False,False
43.296,2,0.2,4.3296,5,2015,6,12,4,False,True,False,False,False,False,False,True,True,False,False,35,False,False,False,False,False,False,True,False,False,False
123.136,4,0.2,13.8528,6,2014,7,12,5,True,False,False,False,False,False,False,True,False,False,True,44,False,False,False,False,False,False,False,False,False,True
275.49,1,0.5,-170.8038,5,2014,12,6,5,False,False,True,False,False,False,True,False,False,False,True,34,False,False,False,False,False,True,False,False,False,False
24.96,4,0.0,6.24,5,2016,5,25,2,False,True,False,False,True,False,False,True,False,True,False,9,True,False,False,False,False,False,False,False,False,False
3.984,1,0.2,0.6474,4,2014,6,21,5,False,True,False,False,False,False,False,True,True,False,False,35,False,False,False,False,False,False,True,False,False,False
191.82,3,0.0,74.8098,1,2016,12,5,0,False,True,False,False,False,False,False,False,False,True,False,15,False,False,False,False,False,True,False,False,False,False
344.22,2,0.4,-103.266,4,2015,9,17,3,False,False,True,False,True,False,False,True,True,False,False,30,False,False,False,False,True,False,False,False,False,False
22.608,3,0.6,-10.1736,7,2016,8,23,1,False,True,False,False,True,False,False,True,False,False,False,40,False,False,False,False,False,True,False,False,False,False
66.69,3,0.0,22.0077,6,2015,11,8,6,False,True,False,False,False,False,False,True,False,False,True,41,False,False,False,False,False,True,False,False,False,False
327.7328,2,0.32,-14.4588,6,2017,11,17,4,False,False,False,False,False,False,False,True,False,False,False,40,False,False,False,False,False,True,False,False,False,False
254.352,3,0.2,0.0,4,2017,4,22,5,False,True,False,False,True,False,False,True,True,False,False,35,False,False,False,False,False,False,True,False,False,False
504.9,5,0.0,80.784,4,2017,12,17,6,True,False,False,False,False,False,False,True,False,True,False,43,False,False,False,False,False,True,False,False,False,False
194.32,4,0.0,31.0912,6,2015,9,21,0,False,False,False,True,False,False,False,True,False,False,False,20,False,False,False,False,False,True,False,False,False,False
195.136,4,0.2,-12.196,5,2016,11,21,0,True,False,False,False,False,False,False,True,False,False,True,34,False,False,False,False,False,True,False,False,False,False
29.16,2,0.0,10.7892,5,2015,6,11,3,False,True,False,False,False,False,False,True,False,True,False,16,False,False,False,False,False,True,False,False,False,False
171.288,3,0.2,-6.4233,5,2017,10,3,1,False,False,True,True,False,False,False,True,False,False,True,3,False,False,False,False,False,True,False,False,False,False
16.72,5,0.2,3.344,4,2016,5,5,3,False,True,False,False,False,False,False,True,False,True,False,39,False,False,False,False,False,True,False,False,False,False
411.8,2,0.0,70.006,2,2017,4,2,6,False,False,True,False,True,False,False,False,False,True,False,9,True,False,False,False,False,False,False,False,False,False
41.96,2,0.0,2.9372,5,2017,10,6,4,False,True,False,False,True,False,False,True,False,False,True,10,False,False,False,False,False,True,False,False,False,False
30.56,2,0.0,10.3904,5,2017,10,19,3,False,True,False,True,False,False,True,False,False,False,True,3,False,False,False,False,False,False,False,False,True,False
24.368,2,0.2,-3.3506,5,2017,10,19,3,False,False,True,True,False,False,True,False,False,False,True,3,False,False,False,False,False,False,False,False,True,False
124.41,3,0.0,14.9292,5,2014,11,17,0,False,True,False,True,False,False,False,True,True,False,False,6,False,False,False,False,False,True,False,False,False,False
120.666,2,0.15,18.4548,5,2015,10,3,5,False,False,False,False,False,False,False,True,False,False,True,3,False,False,False,True,False,False,False,False,False,False
16.74,5,0.6,-14.229,4,2014,7,20,6,False,True,False,False,True,False,False,True,False,False,False,40,False,True,False,False,False,False,False,False,False,False
981.372,2,0.3,-140.196,4,2014,7,20,6,True,False,False,False,True,False,False,True,False,False,False,40,False,True,False,False,False,False,False,False,False,False
3.984,2,0.6,-2.6892,5,2017,2,9,3,False,True,False,False,False,False,False,True,False,False,False,40,False,False,True,False,False,False,False,False,False,False
61.0,5,0.0,25.62,2,2017,3,31,4,False,True,False,False,True,False,True,False,False,True,False,15,False,False,False,False,False,True,False,False,False,False
220.2656,4,0.32,-42.1096,4,2017,4,27,3,False,False,False,True,False,False,False,True,False,False,False,40,False,False,False,False,False,True,False,False,False,False
242.352,3,0.2,9.0882,5,2017,4,14,4,False,False,False,False,False,False,False,True,True,False,False,30,False,False,False,False,True,False,False,False,False,False
220.98,1,0.0,50.8254,5,2017,12,22,4,False,False,False,True,False,False,True,False,True,False,False,36,False,False,False,False,False,True,False,False,False,False
532.704,6,0.2,-39.9528,7,2016,8,23,1,True,False,False,False,False,False,False,True,False,False,True,44,False,False,False,False,False,False,False,False,False,True
48.672,3,0.2,7.3008,1,2015,6,11,3,False,True,False,True,False,False,False,False,False,True,False,8,False,False,False,False,False,True,False,False,False,False
44.46,2,0.0,14.6718,1,2014,12,16,1,False,True,False,False,True,False,False,False,False,False,True,3,False,False,False,True,False,False,False,False,False,False
241.568,2,0.2,18.1176,1,2014,12,16,1,True,False,False,False,True,False,False,False,False,False,True,3,False,False,False,True,False,False,False,False,False,False
13.28,2,0.0,6.3744,2,2014,8,24,6,False,True,False,True,False,False,False,False,True,False,False,30,False,False,False,False,False,True,False,False,False,False
22.848,3,0.6,-17.7072,6,2017,11,12,6,False,True,False,False,True,False,False,True,False,False,False,40,False,True,False,False,False,False,False,False,False,False
347.802,7,0.3,-24.843,6,2016,9,5,0,True,False,False,True,False,False,False,True,False,False,False,40,False,False,False,False,False,True,False,False,False,False
963.136,4,0.2,108.3528,2,2017,2,11,5,True,False,False,True,False,False,True,False,False,False,True,44,False,False,False,False,False,False,False,False,False,True
262.864,7,0.2,69.0018,3,2015,12,15,1,False,True,False,False,False,False,False,False,True,False,False,32,False,False,False,False,False,True,False,False,False,False
284.364,2,0.4,-75.8304,4,2015,8,24,0,False,False,True,True,False,False,False,True,True,False,False,30,False,False,False,False,True,False,False,False,False,False
67.0,5,0.0,32.16,2,2016,10,29,5,False,True,False,False,False,False,False,False,False,False,False,20,False,False,False,False,False,True,False,False,False,False
390.272,8,0.2,-24.392,6,2016,5,28,5,True,False,False,True,False,False,False,True,False,True,False,8,False,False,False,False,False,True,False,False,False,False
528.43,5,0.3,0.0,7,2016,3,21,0,True,False,False,False,False,False,False,True,False,False,False,11,False,False,False,False,False,False,False,False,False,False
180.588,2,0.7,-240.784,6,2017,9,23,5,False,False,False,False,False,False,False,True,False,False,True,4,False,False,False,False,False,True,False,False,False,False
20.94,3,0.0,6.0726,6,2017,12,5,1,False,True,False,True,False,False,False,True,True,False,False,30,False,False,False,False,True,False,False,False,False,False
58.68,2,0.0,18.1908,6,2017,12,5,1,False,True,False,True,False,False,False,True,True,False,False,30,False,False,False,False,True,False,False,False,False,False
149.232,3,0.2,3.7308,2,2014,5,18,6,False,True,False,False,False,False,True,False,True,False,False,32,False,False,False,False,False,True,False,False,False,False
39.88,2,0.0,11.1664,6,2014,11,10,0,False,True,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,False,False,True,False,False
53.2,5,0.0,14.896,6,2014,11,10,0,False,True,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,False,False,True,False,False
114.9,5,0.0,39.066,4,2017,9,1,4,False,True,False,False,False,False,True,False,True,False,False,30,False,False,False,False,True,False,False,False,False,False
181.797,1,0.3,-15.5826,0,2016,1,15,4,False,False,True,False,False,True,False,False,True,False,False,5,False,False,False,False,False,True,False,False,False,False
318.43,5,0.3,-77.333,7,2016,11,20,6,True,False,False,True,False,False,False,True,False,False,False,40,False,False,True,False,False,False,False,False,False,False
7.068,3,0.6,-2.8272,7,2016,11,20,6,False,True,False,True,False,False,False,True,False,False,False,40,False,False,True,False,False,False,False,False,False,False
317.058,3,0.3,-18.1176,4,2017,12,1,4,True,False,False,False,False,False,False,True,False,False,False,40,False,False,False,False,False,True,False,False,False,False
113.888,2,0.2,9.9652,4,2016,9,17,5,True,False,False,False,True,False,False,True,False,False,True,44,False,False,False,False,False,False,False,False,False,True
60.312,3,0.2,5.2773,2,2017,4,17,0,False,True,False,False,False,False,False,False,True,False,False,35,False,False,False,False,False,False,True,False,False,False
79.974,3,0.4,-29.3238,5,2016,12,9,4,False,False,True,True,False,False,True,False,False,True,False,39,False,False,False,False,False,True,False,False,False,False
203.92,5,0.2,22.941,7,2015,2,9,0,True,False,False,False,False,False,False,True,False,False,True,3,False,False,False,True,False,False,False,False,False,False
15.24,3,0.0,5.1816,6,2014,9,30,1,False,True,False,True,False,False,False,True,True,False,False,30,False,False,False,False,True,False,False,False,False,False
3.48,2,0.0,1.1136,4,2014,12,26,4,False,True,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,False,False,True,False,False
60.312,3,0.2,5.2773,4,2014,11,18,1,False,True,False,False,False,False,False,True,True,False,False,35,False,False,False,False,False,False,True,False,False,False
86.45,7,0.0,38.038,5,2016,3,20,6,False,True,False,True,False,False,True,False,False,True,False,22,False,False,False,False,False,True,False,False,False,False
603.92,5,0.2,45.294,4,2014,9,27,5,True,False,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,False,False,True,False,False
271.764,2,0.1,48.3136,4,2017,12,24,6,True,False,False,False,False,False,False,True,True,False,False,30,False,False,False,False,False,True,False,False,False,False
341.96,5,0.6,-427.45,5,2017,11,10,4,False,True,False,True,False,False,True,False,False,False,False,40,False,False,False,False,False,True,False,False,False,False
662.88,3,0.2,74.574,5,2014,12,20,5,True,False,False,False,False,False,False,True,False,True,False,39,False,False,False,False,False,True,False,False,False,False
128.82,3,0.0,50.2398,4,2015,7,23,3,False,True,False,False,True,False,False,True,True,False,False,30,False,False,False,False,True,False,False,False,False,False
2.032,1,0.6,-1.3208,6,2017,12,14,3,False,True,False,False,True,False,False,True,False,False,False,11,False,False,False,False,False,False,False,False,False,False
129.92,4,0.0,10.3936,1,2017,8,21,0,False,True,False,False,False,False,False,False,False,False,True,3,False,False,False,False,False,True,False,False,False,False
568.728,3,0.2,28.4364,1,2017,8,21,0,False,False,True,False,False,False,False,False,False,False,True,3,False,False,False,False,False,True,False,False,False,False
244.615,1,0.3,20.967,5,2016,8,27,5,False,False,True,False,False,False,True,False,True,False,False,19,False,False,False,False,False,True,False,False,False,False
435.999,3,0.15,20.5176,5,2014,9,23,1,False,False,False,True,False,False,False,True,False,False,True,3,False,False,False,False,False,False,False,True,False,False
70.56,1,0.3,-4.032,5,2014,7,19,5,False,False,True,True,False,False,False,True,True,False,False,5,False,False,False,False,False,True,False,False,False,False
35.28,3,0.0,11.9952,4,2015,6,4,3,False,True,False,False,True,False,True,False,True,False,False,30,False,False,False,False,True,False,False,False,False,False
9.552,3,0.6,-3.8208,2,2016,7,16,5,False,True,False,True,False,False,True,False,False,False,False,40,False,False,True,False,False,False,False,False,False,False
290.666,2,0.15,3.4196,2,2014,1,31,4,False,False,False,False,False,False,False,False,False,False,True,3,False,False,False,False,False,True,False,False,False,False
141.96,2,0.0,41.1684,4,2015,11,21,5,False,False,False,False,False,False,False,True,False,False,True,26,False,False,False,False,False,True,False,False,False,False
28.44,3,0.0,11.376,6,2015,12,4,4,False,True,False,False,False,False,False,True,True,False,False,30,False,False,False,False,False,True,False,False,False,False
364.41,5,0.1,8.098,6,2015,12,4,4,True,False,False,False,False,False,False,True,True,False,False,30,False,False,False,False,False,True,False,False,False,False
361.764,2,0.1,68.3332,6,2015,12,4,4,True,False,False,False,False,False,False,True,True,False,False,30,False,False,False,False,False,True,False,False,False,False
24.048,9,0.2,7.2144,1,2017,11,23,3,False,True,False,False,False,False,False,False,True,False,False,35,False,False,False,False,False,False,True,False,False,False
384.174,7,0.1,29.8802,5,2015,12,4,4,True,False,False,False,False,False,True,False,True,False,False,30,False,False,False,False,True,False,False,False,False,False
154.764,3,0.4,-36.1116,4,2017,10,7,5,False,False,True,False,True,False,False,True,False,True,False,31,False,False,False,False,False,True,False,False,False,False
22.288,7,0.6,-8.9152,1,2015,5,4,0,False,True,False,True,False,False,False,False,False,False,False,11,False,False,False,False,False,True,False,False,False,False
65.424,4,0.6,-52.3392,7,2017,5,29,0,False,True,False,False,False,False,False,True,False,False,False,40,False,False,True,False,False,False,False,False,False,False
281.372,2,0.3,-12.0588,4,2014,4,23,2,True,False,False,False,True,False,False,True,True,False,False,32,True,False,False,False,False,False,False,False,False,False
281.372,2,0.3,-12.0588,4,2014,4,23,2,True,False,False,False,True,False,False,True,True,False,False,32,True,False,False,False,False,False,False,False,False,False
22.336,4,0.2,7.8176,4,2014,4,23,2,False,True,False,False,True,False,False,True,True,False,False,32,True,False,False,False,False,False,False,False,False,False
271.764,2,0.1,60.392,7,2015,9,6,6,True,False,False,False,True,False,False,True,True,False,False,30,False,False,False,False,True,False,False,False,False,False
215.148,2,0.4,-103.9882,3,2017,7,3,0,False,False,True,False,True,False,True,False,True,False,False,32,False,False,False,False,False,True,False,False,False,False
128.9,2,0.0,15.468,1,2017,12,8,4,False,True,False,False,False,False,False,False,False,False,True,3,False,False,False,False,False,True,False,False,False,False
24.288,3,0.6,-12.7512,2,2015,9,27,6,False,True,False,False,False,False,False,False,False,False,False,11,False,False,False,False,False,False,False,False,False,False
16.192,2,0.6,-8.5008,0,2017,10,30,0,False,True,False,False,False,True,False,False,False,False,False,40,False,True,False,False,False,False,False,False,False,False
251.006,2,0.3,-68.1302,0,2017,10,30,0,False,False,True,False,False,True,False,False,False,False,False,40,False,True,False,False,False,False,False,False,False,False
22.512,3,0.2,2.2512,2,2017,9,16,5,False,True,False,False,False,False,False,False,True,False,False,35,False,False,False,False,False,False,True,False,False,False
361.96,2,0.0,83.2508,4,2015,9,10,3,False,False,False,True,False,False,False,True,True,False,False,19,False,False,False,False,False,True,False,False,False,False
133.38,6,0.0,58.6872,5,2016,12,14,2,False,True,False,False,False,False,False,True,False,True,False,22,False,False,False,False,False,True,False,False,False,False
16.74,2,0.0,4.3524,4,2016,12,1,3,False,True,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,False,False,False,True,False
180.98,1,0.0,47.0548,7,2017,3,3,4,True,False,False,False,False,False,False,True,False,False,False,20,False,False,False,False,False,True,False,False,False,False
8.96,2,0.0,2.7776,3,2014,4,7,0,False,True,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,True,False,False,False,False
29.12,4,0.0,12.5216,2,2014,8,27,2,False,True,False,True,False,False,False,False,False,True,False,43,False,False,False,False,False,True,False,False,False,False
408.422,2,0.3,-5.8346,4,2015,7,2,3,True,False,False,False,False,False,False,True,False,False,False,11,False,False,False,False,False,True,False,False,False,False
382.116,6,0.3,-92.7996,4,2015,7,2,3,True,False,False,False,False,False,False,True,False,False,False,11,False,False,False,False,False,True,False,False,False,False
603.92,4,0.0,181.176,4,2017,9,24,6,True,False,False,True,False,False,False,True,False,False,False,21,False,False,False,False,False,True,False,False,False,False
513.024,2,0.2,12.8256,7,2016,8,8,0,False,False,True,False,True,False,False,True,False,False,True,3,False,False,False,True,False,False,False,False,False,False
193.0656,4,0.32,-19.8744,4,2014,6,20,4,False,False,False,False,False,False,False,True,False,False,False,40,False,False,False,False,False,True,False,False,False,False
825.174,9,0.3,-117.882,2,2017,9,4,0,False,False,False,True,False,False,False,False,False,False,False,11,False,False,False,False,False,False,False,False,False,False
796.425,7,0.5,-525.6405,3,2015,6,22,0,False,False,True,False,True,False,False,False,False,False,False,11,False,False,False,False,False,True,False,False,False,False
5.352,3,0.2,1.6056,2,2016,9,18,6,False,True,False,False,False,False,False,False,True,False,False,32,True,False,False,False,False,False,False,False,False,False
99.372,2,0.3,-7.098,2,2016,9,18,6,True,False,False,False,False,False,False,False,True,False,False,32,True,False,False,False,False,False,False,False,False,False
33.94,1,0.0,9.1638,2,2017,10,30,0,True,False,False,False,True,False,False,False,False,True,False,15,False,False,False,False,False,True,False,False,False,False
844.116,6,0.3,-36.1764,4,2016,3,29,1,True,False,False,False,True,False,True,False,False,False,False,11,False,False,False,False,False,False,False,False,False,False
15.008,4,0.6,-12.0064,5,2016,9,9,4,False,True,False,False,True,False,True,False,False,False,False,40,False,True,False,False,False,False,False,False,False,False
801.96,2,0.0,200.49,6,2015,12,10,3,False,False,True,True,False,False,False,True,False,False,False,20,False,False,False,False,False,True,False,False,False,False
191.96,2,0.0,32.6332,6,2015,12,10,3,True,False,False,True,False,False,False,True,False,False,False,20,False,False,False,False,False,True,False,False,False,False
17.472,3,0.2,5.0232,5,2014,9,9,1,False,True,False,False,False,False,True,False,True,False,False,35,False,False,False,False,False,False,True,False,False,False
657.93,5,0.3,-93.99,7,2014,11,17,0,True,False,False,False,False,False,False,True,True,False,False,35,False,False,False,False,False,False,True,False,False,False
25.16,2,0.0,8.5544,6,2017,8,21,0,False,True,False,False,True,False,False,True,True,False,False,18,False,False,False,False,False,True,False,False,False,False
91.92,4,0.0,31.2528,6,2017,8,21,0,False,True,False,False,True,False,False,True,True,False,False,18,False,False,False,False,False,True,False,False,False,False
718.116,6,0.3,-71.8116,2,2017,11,19,6,False,False,True,True,False,False,False,False,False,False,False,40,False,False,False,False,False,True,False,False,False,False
142.4,5,0.0,52.688,5,2014,9,14,6,False,True,False,False,False,False,False,True,False,True,False,9,False,False,False,False,False,True,False,False,False,False
681.408,12,0.2,42.588,2,2017,5,19,4,True,False,False,False,True,False,True,False,False,False,True,3,False,False,False,False,False,False,False,False,True,False
148.288,7,0.2,29.6576,4,2016,11,10,3,False,True,False,False,True,False,False,True,True,False,False,32,False,False,False,False,False,True,False,False,False,False
30.88,4,0.2,3.86,5,2015,3,12,3,False,True,False,True,False,False,False,True,False,True,False,8,False,False,False,False,False,True,False,False,False,False
6.408,3,0.2,1.4418,5,2015,3,12,3,False,True,False,True,False,False,False,True,False,True,False,8,False,False,False,False,False,True,False,False,False,False
127.372,2,0.3,-30.9332,5,2017,11,6,0,True,False,False,False,False,False,False,True,True,False,False,35,False,False,False,False,False,False,True,False,False,False
44.46,2,0.0,14.6718,4,2015,12,5,5,False,True,False,True,False,False,False,True,False,False,True,3,False,False,False,False,False,False,False,True,False,False
181.96,2,0.0,20.0156,5,2015,7,9,3,False,True,False,False,False,False,False,True,True,False,False,18,False,False,False,False,False,True,False,False,False,False
15.488,4,0.2,3.6784,3,2015,10,30,4,False,True,False,True,False,False,True,False,False,False,True,4,False,False,False,False,False,True,False,False,False,False
141.96,2,0.0,22.7136,2,2015,11,19,3,False,True,False,False,True,False,True,False,False,False,True,44,False,False,False,False,False,False,False,False,False,True
37.93,1,0.0,6.8274,5,2017,12,24,6,False,True,False,True,False,False,False,True,True,False,False,30,False,False,False,False,False,True,False,False,False,False
15.168,2,0.2,3.792,4,2016,1,9,5,False,True,False,True,False,False,True,False,True,False,False,32,False,False,False,False,False,True,False,False,False,False
6.368,2,0.6,-2.5472,4,2014,11,23,6,False,True,False,True,False,False,False,True,False,False,False,40,False,False,False,False,False,True,False,False,False,False
510.24,3,0.2,6.378,2,2017,10,15,6,False,False,True,True,False,False,False,False,False,False,True,3,False,False,False,True,False,False,False,False,False,False
162.6,3,0.0,34.146,3,2017,4,21,4,False,True,False,False,False,False,False,False,False,False,True,44,False,False,False,False,False,False,False,False,False,True
603.92,5,0.2,45.294,2,2014,12,8,0,True,False,False,False,False,False,True,False,False,False,True,44,False,False,False,False,False,True,False,False,False,False
18.92,4,0.0,7.3788,4,2016,12,20,1,False,True,False,False,True,False,False,True,False,True,False,22,False,False,False,False,False,True,False,False,False,False
71.97,3,0.0,16.5531,5,2017,3,6,0,False,True,False,False,False,False,True,False,True,False,False,30,False,False,False,False,True,False,False,False,False,False
368.97,3,0.0,81.1734,5,2016,9,23,4,True,False,False,False,False,False,True,False,False,True,False,9,True,False,False,False,False,False,False,False,False,False
198.46,2,0.0,99.23,2,2017,8,27,6,False,True,False,True,False,False,True,False,False,False,True,3,False,False,False,False,False,True,False,False,False,False
230.28,3,0.2,23.028,2,2017,8,27,6,True,False,False,True,False,False,True,False,False,False,True,3,False,False,False,False,False,True,False,False,False,False
563.43,5,0.3,-56.343,3,2016,3,3,3,True,False,False,True,False,False,False,False,False,False,False,40,False,False,False,False,False,True,False,False,False,False
24.4,2,0.0,10.248,5,2015,9,18,4,False,True,False,True,False,False,False,True,False,False,True,3,False,False,False,True,False,False,False,False,False,False
241.96,2,0.0,24.196,5,2016,8,13,5,False,False,False,True,False,False,True,False,False,False,False,46,False,False,False,False,False,True,False,False,False,False
99.372,2,0.3,-1.4196,4,2016,3,21,0,False,False,True,True,False,False,False,True,False,False,False,40,False,False,True,False,False,False,False,False,False,False
1013.832,9,0.2,101.3832,4,2014,12,16,1,True,False,False,True,False,False,True,False,False,True,False,8,False,False,False,False,False,True,False,False,False,False
665.88,6,0.0,106.5408,5,2015,5,3,6,False,True,False,False,True,False,False,True,False,False,True,3,False,False,False,False,False,True,False,False,False,False
333.0,3,0.2,-16.65,6,2014,1,27,0,False,False,True,False,False,False,False,True,False,False,True,3,False,False,False,False,False,False,False,True,False,False
523.764,3,0.4,-192.0468,1,2017,11,4,5,False,False,True,True,False,False,False,False,False,True,False,31,False,False,False,False,False,True,False,False,False,False
102.592,1,0.2,10.2592,6,2016,10,14,4,True,False,False,False,False,False,False,True,False,True,False,31,False,False,False,False,False,True,False,False,False,False
523.92,5,0.2,-72.039,7,2015,11,12,3,True,False,False,True,False,False,False,True,False,True,False,8,False,False,False,False,False,True,False,False,False,False
146.136,3,0.2,16.4403,7,2015,11,12,3,True,False,False,True,False,False,False,True,False,True,False,8,False,False,False,False,False,True,False,False,False,False
801.96,2,0.0,200.49,4,2015,9,15,1,False,False,True,False,False,False,False,True,False,True,False,0,False,False,False,False,False,True,False,False,False,False
314.352,3,0.2,-15.7176,5,2017,10,9,0,False,False,False,False,False,False,False,True,True,False,False,30,False,False,False,False,True,False,False,False,False,False
26.64,1,0.0,7.4592,4,2017,5,7,6,True,False,False,True,False,False,False,True,False,False,False,20,False,False,False,False,False,True,False,False,False,False
476.8,2,0.0,119.2,4,2017,5,7,6,True,False,False,True,False,False,False,True,False,False,False,20,False,False,False,False,False,True,False,False,False,False
76.14,3,0.0,26.649,5,2015,11,14,5,False,True,False,False,False,False,False,True,True,False,False,6,False,False,False,False,False,True,False,False,False,False
611.058,3,0.3,-34.9176,0,2014,11,24,0,True,False,False,True,False,True,False,False,True,False,False,32,True,False,False,False,False,False,False,False,False,False
674.352,3,0.2,-109.5822,7,2014,7,26,5,True,False,False,False,False,False,False,True,False,False,True,26,False,False,False,False,False,True,False,False,False,False
134.01,9,0.0,36.1827,7,2014,7,26,5,False,True,False,False,False,False,False,True,False,False,True,26,False,False,False,False,False,True,False,False,False,False
170.352,3,0.2,10.647,4,2014,6,8,6,True,False,False,True,False,False,False,True,False,True,False,39,False,False,False,False,False,True,False,False,False,False
616.998,6,0.15,-36.294,3,2014,10,28,1,False,False,False,True,False,False,False,False,False,False,True,3,False,False,False,True,False,False,False,False,False,False
85.3,2,0.0,14.501,0,2015,9,21,0,False,True,False,False,True,True,False,False,True,False,False,19,False,False,False,False,False,True,False,False,False,False
4.95,1,0.0,2.178,4,2017,6,6,1,False,True,False,False,True,False,False,True,False,False,True,3,False,False,False,False,False,False,False,False,True,False
480.96,3,0.5,-269.3376,5,2017,2,17,4,False,False,True,False,True,False,False,True,False,False,False,11,False,False,False,False,False,False,False,False,False,False
151.96,5,0.6,-182.352,5,2015,11,28,5,False,True,False,False,False,False,False,True,False,False,False,11,False,False,False,False,False,True,False,False,False,False
240.784,1,0.2,27.0882,4,2015,10,23,4,True,False,False,False,False,False,True,False,False,False,True,3,False,False,False,False,False,False,False,True,False,False
191.968,7,0.2,16.7972,4,2015,10,23,4,True,False,False,False,False,False,True,False,False,False,True,3,False,False,False,False,False,False,False,True,False,False
842.352,3,0.2,42.1176,4,2015,10,23,4,True,False,False,False,False,False,True,False,False,False,True,3,False,False,False,False,False,False,False,True,False,False
364.704,6,0.2,-36.4704,5,2015,6,15,0,False,True,False,False,False,False,False,True,False,False,True,1,False,False,False,False,False,True,False,False,False,False
40.256,4,0.2,11.0704,5,2015,6,15,0,False,True,False,False,False,False,False,True,False,False,True,1,False,False,False,False,False,True,False,False,False,False
547.136,4,0.2,-68.392,5,2015,4,5,6,False,True,False,False,True,False,False,True,True,False,False,35,False,False,False,False,False,False,True,False,False,False
7.584,1,0.2,2.37,5,2015,4,5,6,False,True,False,False,True,False,False,True,True,False,False,35,False,False,False,False,False,False,True,False,False,False
352.45,5,0.5,-211.47,5,2015,4,5,6,False,False,False,False,True,False,False,True,True,False,False,35,False,False,False,False,False,False,True,False,False,False
9.82,2,0.0,3.2406,7,2017,9,18,0,False,True,False,True,False,False,False,True,True,False,False,30,False,False,False,False,True,False,False,False,False,False
801.6,5,0.5,-448.896,5,2017,7,18,1,False,False,True,False,False,False,False,True,False,False,True,1,False,False,False,False,False,True,False,False,False,False
161.568,2,0.2,10.098,5,2017,7,18,1,True,False,False,False,False,False,False,True,False,False,True,1,False,False,False,False,False,True,False,False,False,False
311.976,3,0.2,-42.8967,5,2017,7,18,1,True,False,False,False,False,False,False,True,False,False,True,1,False,False,False,False,False,True,False,False,False,False
35.34,2,0.0,13.4292,4,2014,9,17,2,False,True,False,False,False,False,False,True,False,False,True,44,False,False,False,False,False,False,False,False,False,True
